Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
82582.26,7.98,6.8,3.84,30147.84,4476105.59,South Anthony
57233.07,5.65,7.04,5.85,23587.5,3594608.77,Rebeccaville
64739.31,6.3,7.0,3.36,20772.01,3852353.26,Lake Christinaport
62590.4,6.58,6.46,4.11,20937.75,3732601.27,New Michelleville
74282.7,4.63,7.33,2.45,37816.46,4027544.83,South Anthony
70977.12,6.34,8.05,6.42,32507.08,4268856.48,Rebeccaville
58488.17,5.48,7.0,2.44,37419.75,3748716.51,New Deniseton
65391.08,4.08,6.63,3.11,32077.42,3560191.85,Lake Christinaport
65213.99,6.14,6.02,5.23,52478.55,4118188.64,North Jasonville
76487.27,5.82,7.02,2.0,18653.17,3929416.84,Lake Kathleen
77069.35,7.39,6.3,2.51,21208.37,4042906.55,New Michelleville
55380.28,4.55,8.02,5.47,40742.54,3559159.5,Lake Kathleen
63135.39,6.34,7.12,2.0,31920.4,3865182.88,Lake Kathleen
56644.79,5.09,7.19,5.01,39596.05,3684624.93,Rebeccaville
77906.1,5.62,7.73,2.79,60859.37,4704086.64,Lake Christinaport
90257.48,6.21,6.63,2.1,37382.62,4420133.32,Lake Kathleen
58304.9,6.65,9.0,4.21,21368.91,3934308.49,Port Adamtown
65424.28,7.17,8.44,2.0,26413.69,4220086.32,Rebeccaville
69310.13,7.15,7.33,3.38,39055.97,4309493.42,Jenniferstad
54514.61,5.18,8.25,3.93,17686.18,3619053.0,South Anthony
83753.42,6.24,6.97,3.05,29801.79,4303940.2,Port Adamtown
62672.38,4.17,7.73,4.92,35249.68,3663121.79,Jenniferstad
77063.05,7.13,6.55,3.44,30561.73,4266994.38,New Michelleville
76463.09,5.4,8.78,6.27,28681.62,4180165.17,East Lucas
60421.91,5.64,5.76,2.0,25817.7,3535425.85,Lake Christinaport
86292.21,5.46,7.5,2.0,39714.82,4350437.22,New Deniseton
74728.18,6.32,7.56,2.03,54703.01,4683725.47,Rebeccaville
79351.83,4.72,7.4,4.29,30232.4,4016245.05,New Michelleville
53892.68,6.48,6.56,4.41,33549.04,3782350.56,Lake Kathleen
69533.1,5.14,8.41,4.28,27235.57,4058392.13,East Lucas
55112.83,5.3,8.01,2.42,36775.81,3637011.32,Lake Christinaport
95847.63,5.81,6.98,5.62,43299.74,4733054.2,South Anthony
70104.64,6.03,6.21,3.66,41613.64,4196885.42,Jenniferstad
61101.28,5.15,7.16,6.19,33824.66,3812578.16,New Michelleville
49830.98,5.09,10.32,2.67,45415.76,4087196.16,New Michelleville
90856.1,5.33,5.77,2.73,38129.86,4269765.49,New Michelleville
81893.54,7.02,8.28,5.49,36533.8,4721951.9,Port Adamtown
54849.52,5.13,7.28,3.55,39768.04,3844170.7,South Anthony
70631.25,6.06,7.9,4.18,32932.47,4132336.75,South Anthony
62140.75,7.04,6.85,4.99,28652.34,3934713.73,Lake Christinaport
82322.16,5.5,6.34,5.37,35481.16,4381209.39,Rebeccaville
70990.19,5.64,5.97,3.78,36093.6,3814151.23,North Jasonville
48944.23,6.38,6.26,4.87,50561.67,3874346.78,Lake Kathleen
74880.31,5.03,7.1,3.14,33173.48,4053612.4,East Lucas
82212.22,5.7,6.98,2.0,35685.73,4231109.99,South Anthony
72119.82,7.39,6.33,4.25,31135.91,4216242.33,Jenniferstad
82730.12,5.31,6.43,3.07,37409.05,4130871.77,South Anthony
50533.75,5.83,6.35,4.45,49255.06,3989754.69,Lake Christinaport
78888.93,5.3,6.55,4.25,48268.45,4441828.42,Port Adamtown
49367.13,5.81,5.47,2.54,31644.28,3404776.75,Lake Kathleen
76649.55,4.76,7.01,3.58,35529.87,4013128.32,South Anthony
57258.64,7.32,5.8,4.87,41682.12,4093878.69,Lake Christinaport
61771.55,6.93,6.87,7.0,30385.43,3979196.67,Jenniferstad
66718.63,5.71,7.95,2.16,27848.7,3896850.26,Lake Christinaport
90756.06,5.17,7.53,3.3,46890.05,4907523.33,New Michelleville
76595.52,6.9,7.98,3.29,22093.38,4308360.03,New Michelleville
82313.08,4.69,6.29,7.0,29304.31,3974791.73,New Michelleville
66885.52,5.14,6.65,4.47,20607.08,3725820.83,North Jasonville
54674.33,6.77,7.27,3.13,43791.77,4081297.14,East Lucas
57051.2,4.99,7.45,3.51,43438.57,3880109.43,New Michelleville
49645.65,7.38,5.81,3.91,35813.9,3724658.26,South Anthony
83892.39,4.89,7.27,6.63,25865.13,4110961.43,New Michelleville
64728.05,5.17,7.53,4.53,33120.23,3686048.67,Port Adamtown
81100.81,4.27,7.26,3.65,29133.49,4029594.26,Jenniferstad
55890.43,4.87,8.05,3.64,39725.89,3837002.32,Port Adamtown
71161.22,5.09,6.86,4.82,15626.27,3667732.69,Lake Christinaport
54030.22,6.55,7.41,3.5,49791.17,4249665.67,Lake Kathleen
72169.8,6.03,8.3,5.64,44127.37,4441320.63,New Deniseton
71215.38,5.02,6.53,2.71,17913.49,3679656.66,New Michelleville
59504.05,4.98,9.39,2.0,24150.72,3929244.67,Rebeccaville
90452.44,6.19,6.67,2.4,43691.14,4634527.23,Lake Kathleen
74626.92,5.52,7.6,3.56,29033.26,4035076.94,East Lucas
75876.97,4.77,7.45,5.0,25857.56,3937882.47,North Jasonville
67777.71,6.16,6.88,3.88,44025.73,4259498.4,New Michelleville
70073.01,5.06,7.81,3.9,44469.26,4174054.8,Lake Kathleen
81901.53,6.82,6.81,4.21,36299.28,4585220.8,North Jasonville
79907.06,6.91,5.71,3.41,38623.59,4218640.58,North Jasonville
67163.58,5.56,7.43,4.9,27085.96,3880448.99,New Deniseton
74085.52,6.67,8.28,4.99,42899.95,4572603.2,New Michelleville
75236.91,5.83,6.67,2.62,32674.51,4026643.11,Lake Christinaport
62832.03,4.45,7.66,4.99,30210.18,3618810.49,North Jasonville
69025.22,4.23,5.46,6.21,27763.37,3468408.64,South Anthony
77037.79,6.98,6.25,3.22,42606.19,4354312.11,East Lucas
67398.09,6.34,8.28,4.31,38221.0,4326047.53,New Deniseton
51549.62,6.04,7.35,4.72,38724.89,3614293.73,Jenniferstad
64916.19,5.5,7.32,4.59,36205.01,4019933.23,Lake Kathleen
77215.15,5.64,5.4,4.27,40246.9,4212384.59,New Deniseton
70062.06,4.13,7.98,4.32,39404.87,3996988.74,Jenniferstad
57203.4,5.13,4.99,4.92,39748.01,3440235.61,New Deniseton
73518.68,6.07,5.6,2.82,30268.56,3728429.73,East Lucas
43338.53,6.43,5.53,5.21,40196.9,3536054.33,Rebeccaville
77690.99,6.77,6.82,3.86,36053.7,4497358.71,North Jasonville
56743.52,5.12,6.87,5.03,46684.04,3682313.36,Rebeccaville
74544.6,6.22,7.22,3.06,42140.98,4281465.13,Rebeccaville
70279.65,6.82,6.56,4.89,20688.37,4028773.18,Lake Kathleen
83538.07,7.42,8.26,5.86,30075.39,4592578.29,East Lucas
67065.18,7.56,7.45,3.17,35278.27,4341681.17,New Deniseton
67887.73,6.4,5.58,6.27,32659.36,3962297.99,Lake Kathleen
76343.21,4.34,6.16,7.0,23510.71,3657274.9,East Lucas
72807.68,5.17,8.71,3.14,26076.61,4261995.18,Lake Kathleen
57940.29,5.2,5.48,3.88,39300.02,3719203.07,North Jasonville
58859.86,10.0,5.53,2.8,48865.27,4665430.36,Jenniferstad
68887.59,6.73,7.51,4.33,15315.0,3805615.7,Lake Kathleen
67435.81,6.55,5.31,2.51,31132.77,3962481.23,Port Adamtown
87422.63,5.23,6.99,6.63,40822.47,4521587.56,North Jasonville
77445.18,6.53,7.16,3.2,28573.38,4294681.97,New Michelleville
71048.58,8.15,6.33,2.5,25630.37,4183941.8,Lake Christinaport
62713.03,7.5,7.76,5.0,36227.71,4196567.17,Rebeccaville
58282.39,4.11,5.27,4.84,44336.71,3527066.03,New Deniseton
69664.48,6.26,6.77,4.35,45413.97,4281405.36,East Lucas
61684.84,5.73,7.13,3.02,34661.11,3806033.23,North Jasonville
67929.18,7.12,7.16,5.07,32777.41,4319964.94,Lake Christinaport
66807.95,6.73,7.38,5.66,31085.02,4113183.17,New Deniseton
69765.06,2.89,7.68,5.18,43674.0,3613271.33,East Lucas
67901.06,5.02,7.78,4.95,40526.17,4180717.37,Lake Kathleen
71845.89,4.58,6.48,6.57,21126.37,3619488.26,Lake Kathleen
69605.16,7.55,6.45,3.7,34346.66,4263899.64,Jenniferstad
69387.99,6.58,6.99,4.32,40104.4,4310243.79,New Michelleville
51102.94,4.66,7.03,3.93,31211.64,3426031.59,East Lucas
66353.73,4.85,8.13,4.18,22712.66,3558908.12,Lake Christinaport
73661.03,6.1,6.01,3.15,46303.01,4199402.2,Lake Christinaport
58972.59,5.64,6.75,4.18,43670.31,3858013.74,Lake Kathleen
60418.07,5.99,6.71,2.0,41921.21,3974174.35,North Jasonville
71014.79,5.85,7.04,2.0,30884.39,3914778.74,North Jasonville
35687.84,6.19,8.57,4.87,45923.72,3748792.1,Rebeccaville
79965.26,5.79,5.97,4.05,33551.15,4207815.42,New Michelleville
65678.14,4.2,7.36,3.47,44149.93,3845981.64,South Anthony
50127.86,5.46,7.91,4.35,40121.78,3798770.27,South Anthony
72222.05,5.0,7.91,3.27,34970.96,4180542.92,Lake Christinaport
67467.74,5.84,7.02,2.81,54845.9,4119986.86,Lake Kathleen
57951.27,6.2,6.31,2.54,32581.0,3730243.34,South Anthony
68577.02,3.87,5.34,3.52,20761.36,3331668.88,New Michelleville
69201.57,4.73,7.0,4.82,42053.28,3730770.79,South Anthony
75099.43,5.15,7.4,3.67,42206.08,4338555.14,Lake Christinaport
75301.39,6.48,6.02,2.12,43957.05,4197288.33,Lake Christinaport
65227.41,6.01,7.29,2.53,19816.0,3741967.4,New Michelleville
55504.69,4.99,7.42,3.91,41772.58,3590048.97,Lake Christinaport
69693.37,5.26,7.16,4.95,46844.59,4159918.08,New Michelleville
75778.27,5.92,6.35,2.89,19651.21,3860975.87,Lake Christinaport
74015.66,5.94,8.29,5.24,172.0,3846001.17,Lake Kathleen
78151.11,5.58,5.22,2.82,40479.23,4143532.34,Port Adamtown
78223.58,4.81,7.79,3.79,24801.01,3872652.76,Rebeccaville
76838.19,5.43,6.99,3.6,36867.69,4008978.34,Rebeccaville
54160.37,5.68,6.03,3.98,43546.17,3697496.03,New Michelleville
59091.27,5.45,7.25,3.11,35623.83,3996387.32,Rebeccaville
69568.13,8.16,5.77,3.7,48748.54,4619475.0,Port Adamtown
53928.77,6.52,6.97,2.68,45237.94,3994797.7,East Lucas
87327.19,6.08,5.45,5.57,26859.16,4115138.92,Lake Christinaport
64333.35,5.68,7.84,3.57,26351.46,3931859.47,Rebeccaville
60860.85,8.4,4.65,4.45,24359.53,3810488.5,Lake Christinaport
62641.09,6.23,5.98,3.27,26238.59,3737086.98,East Lucas
60372.66,7.21,7.35,4.7,59862.2,4643949.38,East Lucas
63210.56,5.91,6.75,3.62,38785.96,4015732.45,South Anthony
60828.0,6.46,7.31,4.29,38072.66,4113720.48,Jenniferstad
47970.01,8.1,6.32,4.49,31162.66,3669592.66,Lake Kathleen
58667.09,6.07,5.38,3.14,32745.89,3537030.35,East Lucas
95206.65,6.6,7.24,2.95,39224.9,4727640.12,Port Adamtown
69085.17,5.72,8.07,3.4,38098.9,4314587.88,Rebeccaville
94060.53,6.16,7.46,3.11,23420.13,4456749.21,North Jasonville
61133.59,7.16,7.42,2.93,44624.38,4286902.02,Lake Kathleen
52089.48,6.34,7.59,6.61,31827.86,3721921.74,Jenniferstad
61564.92,6.74,6.25,3.61,42269.74,4182627.16,South Anthony
88399.33,5.33,6.41,3.24,38399.79,4358641.78,Lake Kathleen
79361.67,5.66,9.39,5.31,26949.36,4361393.87,New Michelleville
52846.52,4.37,7.06,3.31,49082.92,3766581.17,Lake Christinaport
75965.47,5.35,6.32,4.8,32535.68,4002253.55,South Anthony
74238.42,5.7,7.72,3.91,24197.95,4007065.18,Lake Christinaport
78730.41,6.09,7.52,2.0,17595.31,4105591.86,New Michelleville
74888.75,4.8,7.64,2.52,34349.29,4041748.95,New Michelleville
74485.03,3.85,8.1,4.94,18534.05,3758112.78,Rebeccaville
63089.13,4.89,6.08,3.9,29287.19,3625974.2,Port Adamtown
66251.89,5.24,6.09,3.71,31099.76,3776227.87,South Anthony
51271.29,6.94,7.51,3.08,46960.73,3999773.97,East Lucas
62494.74,4.72,6.46,3.95,38109.52,3683459.1,Lake Kathleen
66553.47,7.03,6.47,5.66,41096.47,4320384.72,North Jasonville
80651.66,7.35,7.38,5.41,49080.61,4761428.3,South Anthony
70849.12,5.73,5.6,3.67,50047.51,4242981.33,South Anthony
75401.8,4.85,6.08,3.86,52856.47,4176224.97,North Jasonville
76305.43,4.45,5.02,5.87,34389.22,3655974.51,East Lucas
59440.89,6.97,6.8,5.29,39357.51,4089954.21,Rebeccaville
60279.25,6.82,6.71,5.64,26433.88,3743333.16,South Anthony
47809.33,6.47,6.99,4.09,47848.42,3977426.18,North Jasonville
72901.78,4.65,7.39,3.61,27108.08,3761860.64,Lake Kathleen
69732.03,5.79,7.25,3.81,54556.03,4343154.18,Jenniferstad
65283.23,6.15,6.74,3.97,42914.76,4377885.6,New Deniseton
65425.84,5.22,6.27,2.96,24114.45,3582897.57,Jenniferstad
60969.98,6.58,8.06,3.53,23617.08,3993774.64,East Lucas
69587.13,6.25,7.86,3.04,34394.85,4287531.35,Lake Kathleen
69860.53,6.52,6.39,4.07,34817.33,3932809.84,New Deniseton
64914.1,6.16,8.23,6.21,42750.29,4400377.25,East Lucas
66442.21,5.62,4.2,3.94,32813.73,3513384.65,New Michelleville
66277.78,5.78,5.66,2.66,18328.13,3374049.2,New Deniseton
51376.66,6.6,5.7,5.24,29553.51,3467129.09,Lake Christinaport
84603.36,8.02,6.58,4.06,34209.45,4747703.51,Rebeccaville
76591.03,5.72,8.17,4.31,34984.88,4253339.83,New Michelleville
84789.07,5.97,6.34,3.69,40640.91,4471001.29,East Lucas
53541.55,6.16,5.07,4.6,38039.27,3531670.44,South Anthony
71362.6,6.57,7.03,2.43,4776.43,3749385.09,Lake Kathleen
70841.62,7.63,6.8,3.31,33831.31,4432971.15,South Anthony
59195.18,7.19,5.87,3.29,21144.39,3691317.0,New Michelleville
76928.25,7.47,5.92,3.73,42584.9,4595833.35,New Michelleville
64577.38,7.08,7.17,5.84,48242.38,4394971.58,East Lucas
57958.49,5.37,7.44,5.15,23863.46,3593241.39,New Michelleville
64014.58,6.92,6.52,4.43,45062.1,4204454.47,New Deniseton
55571.78,5.69,8.02,3.43,28478.36,3718284.96,New Michelleville
65594.31,4.92,6.84,4.73,25843.23,3737293.62,Port Adamtown
61476.73,3.95,8.71,4.6,35155.31,3941535.44,New Michelleville
59774.94,3.98,5.83,3.04,36148.02,3432369.57,New Deniseton
69024.18,4.51,6.12,2.51,42783.76,3682001.93,Lake Christinaport
81582.94,5.03,7.03,2.0,38465.68,4233602.38,Port Adamtown
81038.0,5.86,6.56,3.38,30365.7,4261383.69,Jenniferstad
72452.55,7.16,6.97,5.87,52091.01,4448232.3,South Anthony
83703.54,6.93,7.4,2.0,31468.39,4552857.63,Rebeccaville
55348.99,5.66,6.74,2.09,32899.39,3596420.75,East Lucas
67409.71,6.55,7.14,4.26,24984.75,4048575.65,East Lucas
72096.17,6.12,8.56,4.34,31112.73,4249374.76,Lake Christinaport
69811.75,6.49,5.34,5.33,34411.83,3854545.15,Rebeccaville
89756.25,5.89,7.85,2.53,49545.36,4919361.63,Port Adamtown
44872.82,8.22,6.7,2.1,32321.68,3645142.8,New Michelleville
59075.65,6.29,8.26,2.66,40115.72,4215932.05,South Anthony
89010.57,7.18,6.91,2.52,39487.99,4698658.55,Lake Kathleen
68775.8,6.42,7.07,2.92,47346.05,4492880.19,Jenniferstad
64779.34,7.32,8.33,3.4,21026.79,4262134.71,Lake Kathleen
63941.43,6.71,8.15,5.0,44826.53,4565840.52,Jenniferstad
79821.17,6.16,9.09,2.15,38000.32,4711176.0,North Jasonville
82472.7,7.05,7.14,4.19,30980.72,4406950.09,South Anthony
75219.67,6.45,8.24,5.23,30643.54,4400685.41,New Michelleville
65178.09,6.02,8.29,4.24,37062.48,4133716.69,Lake Kathleen
67081.15,6.8,8.3,5.65,24441.64,4273891.8,New Deniseton
62515.51,6.22,6.92,4.69,32604.04,3972436.13,Lake Christinaport
60905.54,6.9,7.23,2.29,38911.98,4125024.18,Lake Christinaport
69840.06,7.6,7.89,3.53,11980.36,3994769.55,Port Adamtown
75021.6,5.62,7.09,6.18,39655.07,4164447.42,New Michelleville
80776.21,4.34,6.38,2.45,38390.29,4058963.74,New Deniseton
78670.6,6.23,6.72,3.38,32385.05,4276425.35,Rebeccaville
71702.54,5.17,7.29,4.81,36555.62,3860773.19,East Lucas
57931.14,7.24,6.57,5.27,37115.31,3875733.72,Rebeccaville
65676.67,6.52,6.7,2.68,35434.84,3928246.18,New Deniseton
59136.08,5.12,8.43,4.92,28887.71,3669936.65,North Jasonville
71018.88,4.83,5.84,4.77,41213.04,3676158.14,Lake Kathleen
52674.95,6.21,7.7,5.21,28874.37,3629588.2,South Anthony
74217.13,5.19,7.53,5.73,39554.73,4258795.27,Lake Christinaport
61856.83,6.03,5.82,4.46,32490.9,3666561.45,Rebeccaville
52500.68,4.71,7.96,5.03,24265.99,3537175.33,South Anthony
85393.79,7.97,6.02,2.75,38345.38,4695986.78,Rebeccaville
78196.37,6.46,7.93,5.91,34337.8,4407686.7,Jenniferstad
70180.48,6.66,6.36,2.88,45987.88,4225199.15,Rebeccaville
73839.91,7.54,7.13,2.95,30609.55,4417339.56,Port Adamtown
73992.67,5.56,7.56,2.32,33929.48,4105471.18,Jenniferstad
59214.74,8.34,7.06,3.61,38785.04,4386868.09,Lake Kathleen
77875.27,6.8,6.84,3.77,36908.74,4395376.62,Rebeccaville
51432.03,5.68,6.84,3.72,41114.49,3700122.6,South Anthony
54720.45,5.38,9.02,2.87,26069.14,3772635.85,Port Adamtown
79794.84,6.92,7.01,4.03,26854.11,4309307.92,Lake Christinaport
85193.79,5.96,8.18,3.22,47371.88,4511254.34,Lake Christinaport
58440.84,6.3,7.62,2.07,44053.46,4173048.31,East Lucas
60715.09,4.69,6.61,4.24,29238.81,3605169.79,Jenniferstad
76613.95,7.45,7.04,3.13,28529.88,4476289.2,South Anthony
71132.21,4.71,6.96,4.78,33011.53,3813953.09,North Jasonville
55397.89,4.55,7.07,2.0,38349.28,3630537.12,New Michelleville
90514.06,5.86,6.98,5.0,46780.96,4750095.23,East Lucas
68178.95,5.81,7.82,5.79,42600.87,4456249.94,New Deniseton
93851.94,6.49,6.81,4.68,30887.37,4630754.82,East Lucas
72090.51,6.41,7.09,3.57,23357.29,3950123.37,New Deniseton
87852.66,7.48,5.49,4.65,24440.2,4279349.07,Lake Christinaport
62504.81,6.3,7.68,3.39,19598.19,3861640.08,East Lucas
62501.28,6.47,7.24,6.22,50689.1,4180899.7,Lake Kathleen
54513.86,4.94,6.44,3.18,33079.99,3529639.85,Lake Kathleen
79639.44,5.8,6.58,5.64,42127.23,4463920.53,Lake Christinaport
64517.35,6.15,9.83,2.5,45272.04,4349093.39,Lake Kathleen
67954.58,4.51,7.25,4.52,28428.1,3725941.81,North Jasonville
68285.86,5.7,6.66,3.82,21302.59,3737392.64,Rebeccaville
62858.42,3.9,6.28,5.38,44366.82,3442359.62,New Michelleville
60747.78,5.02,6.36,4.76,27869.38,3497800.78,East Lucas
79269.65,3.78,7.75,4.12,27472.35,3900660.02,South Anthony
51651.64,6.68,6.35,4.89,48755.3,4141056.67,Port Adamtown
67139.8,7.88,6.24,5.06,28387.52,3935339.17,East Lucas
85467.21,6.88,8.25,2.87,38971.42,4819152.76,Rebeccaville
56757.69,5.76,8.13,4.25,41367.52,3967957.24,Rebeccaville
53722.7,5.46,4.02,4.2,26053.43,3120231.52,Lake Kathleen
65141.53,5.69,4.41,5.25,30540.51,3541529.4,Lake Christinaport
41257.93,6.12,5.84,3.5,24462.77,2998916.18,Port Adamtown
55575.55,7.15,7.9,5.63,37381.83,4201025.3,Lake Kathleen
63137.17,6.44,7.7,5.71,55004.55,4304362.29,Rebeccaville
46611.81,5.13,7.8,3.56,43938.94,3518154.29,New Deniseton
74512.04,5.84,6.9,4.89,31048.79,4156379.24,New Michelleville
71048.03,6.36,6.65,2.81,27725.37,4059203.66,Jenniferstad
69142.38,4.88,6.67,4.23,55745.14,4000037.56,North Jasonville
62872.24,6.21,6.13,3.76,47729.18,4018432.84,South Anthony
76729.08,6.82,7.19,3.97,37284.08,4332526.45,East Lucas
61696.48,5.24,5.68,5.15,28682.81,3346009.66,Jenniferstad
44801.31,3.93,6.76,3.71,31867.7,2990884.54,Lake Kathleen
66593.19,5.51,9.96,5.43,32596.36,4386896.1,Lake Christinaport
70740.23,5.14,5.74,2.0,34661.13,3790397.92,South Anthony
47221.32,6.42,7.67,3.7,30329.69,3508210.57,East Lucas
66489.71,6.85,6.7,6.41,33213.18,4126665.54,South Anthony
67727.5,6.18,6.02,3.68,43126.29,4101989.23,Rebeccaville
69580.34,5.99,6.71,5.46,40234.04,3921809.21,Rebeccaville
67966.6,4.51,7.64,6.19,32760.33,3804296.34,Lake Kathleen
68468.22,4.95,6.07,4.52,33527.49,3619599.39,South Anthony
86930.04,6.49,7.77,3.45,41336.28,4758459.12,New Michelleville
62175.18,5.03,5.61,4.46,42690.01,3892399.39,South Anthony
64319.82,6.23,5.68,3.62,33595.07,3758706.03,Lake Christinaport
75615.43,7.29,6.99,3.27,28348.49,4355400.41,New Deniseton
78760.5,5.17,6.64,4.21,43552.2,4249299.54,Rebeccaville
69061.85,6.22,6.28,3.24,53214.13,4144252.39,Lake Kathleen
81827.07,5.61,7.05,4.55,35436.4,4138548.56,New Deniseton
73745.98,7.94,6.98,2.0,34739.19,4360516.06,New Deniseton
61005.56,7.68,8.84,4.23,46761.98,4664673.16,Lake Kathleen
78217.27,5.32,7.09,3.4,29943.3,3892908.06,Port Adamtown
75457.76,4.52,7.72,2.3,35261.14,4053116.29,Lake Christinaport
83923.7,8.1,6.13,2.63,48813.28,4889221.37,South Anthony
58513.19,5.17,6.42,2.78,33399.09,3600062.24,Lake Kathleen
78101.76,4.97,5.52,3.95,42966.82,4015898.5,North Jasonville
58755.38,6.57,6.63,3.25,18182.28,3762880.47,Lake Kathleen
61438.08,7.87,6.82,4.77,42044.74,4434415.08,New Deniseton
75279.97,4.3,6.63,4.18,30208.8,3799068.34,North Jasonville
74540.15,6.06,5.47,2.99,44412.38,4356032.8,Jenniferstad
79715.24,5.99,7.5,2.0,32728.42,4297024.69,Rebeccaville
69022.58,5.3,7.33,6.2,40862.88,4007645.67,South Anthony
72308.7,6.21,6.99,2.0,31007.23,4171750.77,Rebeccaville
53480.79,6.44,7.61,2.67,29666.84,3851672.32,North Jasonville
56354.53,5.43,6.57,3.63,26699.32,3442735.33,Jenniferstad
70959.19,6.17,9.23,4.67,32625.35,4403036.49,New Michelleville
76123.49,6.81,6.22,5.84,31673.37,4244891.28,East Lucas
65297.11,4.26,7.12,4.03,32642.85,3836548.54,Jenniferstad
67025.52,6.83,6.16,2.85,38316.71,4021091.8,South Anthony
60732.31,5.77,5.92,3.57,39786.4,3883304.91,New Michelleville
59377.11,5.65,4.97,4.99,36408.19,3699958.66,Lake Christinaport
74282.05,6.02,7.77,4.77,40570.54,4469444.67,Lake Kathleen
71478.49,6.19,7.11,4.39,42900.91,4167114.86,Port Adamtown
72902.64,6.55,8.1,3.27,33573.22,4441237.9,New Michelleville
60122.35,5.62,6.77,4.54,37263.75,3913388.88,North Jasonville
82528.4,4.47,7.19,2.0,19497.35,3902606.35,Rebeccaville
61316.96,7.3,7.56,4.39,19159.88,3670562.77,Rebeccaville
66236.16,4.76,5.82,5.13,49604.91,3856330.02,Jenniferstad
47016.84,5.59,7.78,6.29,38031.24,3669686.63,Jenniferstad
64641.19,4.79,6.28,3.25,27300.13,3613726.82,East Lucas
68964.59,6.5,6.52,4.0,30553.7,4092367.21,East Lucas
65369.54,5.1,7.44,2.0,35479.77,3992484.19,East Lucas
83155.92,7.26,5.81,5.91,6102.13,3921619.52,Jenniferstad
66993.52,5.66,7.64,3.96,40681.92,4085080.96,New Michelleville
37274.5,5.84,7.66,5.62,47438.46,3606577.61,South Anthony
60100.73,5.41,6.07,5.56,32278.64,3480216.91,South Anthony
78655.47,5.07,7.79,2.0,40189.18,4385457.96,Lake Kathleen
70211.44,7.46,7.35,4.18,30401.62,4314961.0,New Michelleville
78907.19,6.16,7.33,2.0,38836.37,4390730.94,New Deniseton
75388.37,5.45,7.67,4.52,32006.24,4126255.26,Rebeccaville
67290.39,6.18,6.07,2.0,33779.2,4027287.41,New Deniseton
75141.79,4.04,6.18,3.06,32550.4,3610172.54,Lake Kathleen
73085.68,7.05,6.22,5.15,31589.85,4135664.58,Lake Christinaport
65281.95,5.02,8.0,3.12,23550.61,3766448.61,New Michelleville
58521.54,5.16,6.0,5.24,35200.86,3763520.14,East Lucas
66780.66,6.39,6.88,2.34,51224.98,4341638.81,Jenniferstad
74823.02,5.73,7.03,4.78,39066.95,4128870.68,South Anthony
74212.89,6.97,6.25,4.14,40173.39,4438624.48,Jenniferstad
86963.35,5.94,6.85,5.07,42560.69,4474202.92,Lake Christinaport
69137.03,6.75,7.38,4.36,34999.73,4276412.2,Lake Kathleen
85094.51,7.15,5.86,5.16,33644.34,4456782.8,Rebeccaville
89554.04,5.39,8.52,3.46,39970.62,4645077.44,Lake Kathleen
78411.62,6.38,6.89,4.16,29176.76,4175692.03,South Anthony
66545.5,6.22,5.99,5.59,29061.65,3673510.49,Rebeccaville
64572.45,5.57,8.5,2.34,18386.13,3777618.64,South Anthony
67123.32,5.91,6.8,5.31,55208.69,4310347.46,East Lucas
78749.43,6.87,5.15,4.12,37622.76,4172192.53,New Deniseton
71266.62,4.69,6.35,4.79,30443.43,3779497.02,New Deniseton
84157.62,6.16,6.81,3.03,42444.17,4396674.86,Lake Kathleen
69366.87,5.57,7.59,2.86,51191.76,4474578.01,Port Adamtown
71779.97,5.6,6.77,3.42,52139.43,4283974.76,East Lucas
68505.75,5.7,8.87,4.07,38727.36,4199501.47,Lake Kathleen
74277.46,5.85,7.12,2.0,35409.28,4359792.03,New Deniseton
80494.5,5.76,8.3,3.17,33428.78,4422136.59,Rebeccaville
47524.18,6.46,8.1,2.79,40516.19,3944110.67,Lake Christinaport
70357.58,4.34,7.09,3.66,46820.59,3936407.63,South Anthony
59652.54,6.94,8.61,3.81,27674.31,4030818.2,South Anthony
59884.59,5.55,8.1,2.2,36427.2,4036633.66,New Deniseton
90043.85,4.96,8.67,3.92,40585.61,4640582.86,Jenniferstad
72787.6,7.13,7.07,3.58,35984.78,4580674.62,Lake Christinaport
53180.28,6.44,6.98,3.38,26565.96,3712546.31,East Lucas
59258.55,5.45,8.48,3.03,42349.77,4106064.16,New Michelleville
73762.28,5.99,7.61,4.02,39003.2,4345938.42,Port Adamtown
68227.1,7.16,6.7,4.24,45927.9,4246574.04,New Michelleville
